repo,repo_url,mined_at_utc,mining_status,error_type,error_message,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,first_dependabot_pr_query_author,dependabot_pr_search_queries,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,dependabot_config_created_message
solr-cool/solr-analyzers,https://github.com/solr-cool/solr-analyzers,2026-08-14T18:14:51.562763+00:00,ok,,,True,2020-08-23T19:44:32Z,https://github.com/solr-cool/solr-analyzers/pull/1,1,dependabot,Bump maven-assembly-plugin from 2.5.3 to 3.3.0,app/dependabot,repo:solr-cool/solr-analyzers is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-analyzers is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-analyzers is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-analyzers is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-08-23T19:43:49Z,7b662f34a8c54e83557ffa51e2d3d1c10be2fdb9,https://github.com/solr-cool/solr-analyzers/commit/7b662f34a8c54e83557ffa51e2d3d1c10be2fdb9,add dependabot
solr-cool/solr-thymeleaf,https://github.com/solr-cool/solr-thymeleaf,2026-08-14T18:14:58.623799+00:00,ok,,,True,2020-08-23T19:46:05Z,https://github.com/solr-cool/solr-thymeleaf/pull/1,1,dependabot,Bump solr.version from 7.4.0 to 8.6.1,app/dependabot,repo:solr-cool/solr-thymeleaf is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-thymeleaf is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-thymeleaf is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-thymeleaf is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-08-23T19:45:17Z,e83e7604a963ed2b4fe3bb9833c53931743703a3,https://github.com/solr-cool/solr-thymeleaf/commit/e83e7604a963ed2b4fe3bb9833c53931743703a3,add dependabot
solr-cool/solr-util,https://github.com/solr-cool/solr-util,2026-08-14T18:15:06.698128+00:00,ok,,,True,2020-08-23T19:46:43Z,https://github.com/solr-cool/solr-util/pull/1,1,dependabot,Bump solr-core from 7.4.0 to 8.6.1,app/dependabot,repo:solr-cool/solr-util is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-util is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-util is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:solr-cool/solr-util is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-08-23T19:46:18Z,17b092df064f195466c1e035c67b1927e69aa3e0,https://github.com/solr-cool/solr-util/commit/17b092df064f195466c1e035c67b1927e69aa3e0,add dependabot
sonallux/spotify-web-api,https://github.com/sonallux/spotify-web-api,2026-08-14T18:15:14.601944+00:00,ok,,,True,2020-08-10T15:39:46Z,https://github.com/sonallux/spotify-web-api/pull/1,1,dependabot,Bump jackson.version from 2.10.5 to 2.11.2,app/dependabot,repo:sonallux/spotify-web-api is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:sonallux/spotify-web-api is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:sonallux/spotify-web-api is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:sonallux/spotify-web-api is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-08-10T15:39:11Z,403e1783902b4f95e9654fa1e294a05783bf22fa,https://github.com/sonallux/spotify-web-api/commit/403e1783902b4f95e9654fa1e294a05783bf22fa,Update dependencies
spdx/LicenseListPublisher,https://github.com/spdx/LicenseListPublisher,2026-08-14T18:15:23.421836+00:00,ok,,,True,2019-11-02T15:13:39Z,https://github.com/spdx/LicenseListPublisher/pull/59,59,dependabot,Bump ffi from 1.9.8 to 1.11.1 in /resources/htmlTemplate/sites/all/themes/cpstandard,app/dependabot,repo:spdx/LicenseListPublisher is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spdx/LicenseListPublisher is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spdx/LicenseListPublisher is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spdx/LicenseListPublisher is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spdx/tools,https://github.com/spdx/tools,2026-08-14T18:15:30.064799+00:00,ok,,,True,2019-11-13T09:34:05Z,https://github.com/spdx/tools/pull/212,212,dependabot,Bump jackson-databind from 2.9.8 to 2.9.10.1,app/dependabot,repo:spdx/tools is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spdx/tools is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spdx/tools is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spdx/tools is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spotbugs/sonar-findbugs,https://github.com/spotbugs/sonar-findbugs,2026-08-14T18:15:37.925396+00:00,ok,,,True,2020-10-13T07:00:23Z,https://github.com/spotbugs/sonar-findbugs/pull/328,328,dependabot,Bump junit from 4.13 to 4.13.1,app/dependabot,repo:spotbugs/sonar-findbugs is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotbugs/sonar-findbugs is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotbugs/sonar-findbugs is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotbugs/sonar-findbugs is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-11-17T02:19:05Z,8a7c35818aceb2aaf17d0f15334e91037f0e965a,https://github.com/spotbugs/sonar-findbugs/commit/8a7c35818aceb2aaf17d0f15334e91037f0e965a,"chore: migrate sonar-update-center action

close #397"
spotify/bigtable-autoscaler,https://github.com/spotify/bigtable-autoscaler,2026-08-14T18:15:45.317584+00:00,ok,,,True,2019-10-14T09:37:10Z,https://github.com/spotify/bigtable-autoscaler/pull/83,83,dependabot,Bump netty-all from 4.1.17.Final to 4.1.42.Final,app/dependabot,repo:spotify/bigtable-autoscaler is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotify/bigtable-autoscaler is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotify/bigtable-autoscaler is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotify/bigtable-autoscaler is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spotify/dbeam,https://github.com/spotify/dbeam,2026-08-14T18:15:52.281259+00:00,ok,,,True,2019-09-02T07:57:48Z,https://github.com/spotify/dbeam/pull/76,76,dependabot-preview,Bump slf4j.version from 1.7.25 to 1.7.28,app/dependabot-preview,repo:spotify/dbeam is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotify/dbeam is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotify/dbeam is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotify/dbeam is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-05-05T12:12:15Z,c3eae2512fd8c2ad950dd7c1a1ab159c1498e119,https://github.com/spotify/dbeam/commit/c3eae2512fd8c2ad950dd7c1a1ab159c1498e119,Add dependabot.yml config
spotify/docker-client,https://github.com/spotify/docker-client,2026-08-14T18:16:01.237231+00:00,ok,,,True,2019-11-13T03:21:40Z,https://github.com/spotify/docker-client/pull/1171,1171,dependabot,Bump jackson-databind from 2.9.8 to 2.9.10.1,app/dependabot,repo:spotify/docker-client is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotify/docker-client is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotify/docker-client is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotify/docker-client is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spotify/helios,https://github.com/spotify/helios,2026-08-14T18:16:08.378736+00:00,ok,,,True,2019-10-11T18:46:57Z,https://github.com/spotify/helios/pull/1285,1285,dependabot,Bump netty-all from 4.1.5.Final to 4.1.42.Final,app/dependabot,repo:spotify/helios is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotify/helios is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotify/helios is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotify/helios is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spotify/styx,https://github.com/spotify/styx,2026-08-14T18:16:15.144450+00:00,ok,,,True,2019-10-30T17:01:25Z,https://github.com/spotify/styx/pull/805,805,dependabot,Bump jackson.version from 2.9.10 to 2.10.0,app/dependabot,repo:spotify/styx is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spotify/styx is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spotify/styx is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spotify/styx is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spring-io/initializr,https://github.com/spring-io/initializr,2026-08-14T18:16:22.017779+00:00,ok,,,True,2023-09-14T19:36:23Z,https://github.com/spring-io/initializr/pull/1467,1467,dependabot,Upgrade to Commons Compress 1.24.0,app/dependabot,repo:spring-io/initializr is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-io/initializr is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-io/initializr is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-io/initializr is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-02-20T08:28:40Z,77f245134fcf962719eccc7513248150c4aee02f,https://github.com/spring-io/initializr/commit/77f245134fcf962719eccc7513248150c4aee02f,"Enable Dependabot for GitHub actions

See gh-1508"
spring-projects/spring-amqp,https://github.com/spring-projects/spring-amqp,2026-08-14T18:16:29.594485+00:00,ok,,,True,2023-12-18T16:32:43Z,https://github.com/spring-projects/spring-amqp/pull/2579,2579,dependabot,Bump the development-dependencies group with 3 updates,app/dependabot,repo:spring-projects/spring-amqp is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-amqp is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-amqp is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-amqp is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2023-12-18T16:27:57Z,b6dbba3ee4eb1e1f6a19c8232424e66de8c4c79c,https://github.com/spring-projects/spring-amqp/commit/b6dbba3ee4eb1e1f6a19c8232424e66de8c4c79c,Add dependabot support
spring-projects/spring-batch,https://github.com/spring-projects/spring-batch,2026-08-14T18:16:37.292965+00:00,ok,,,True,2026-02-04T14:04:50Z,https://github.com/spring-projects/spring-batch/pull/5262,5262,dependabot,Bump actions/setup-java from 3 to 5,app/dependabot,repo:spring-projects/spring-batch is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-batch is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-batch is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-batch is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2026-02-04T14:04:10Z,d60584664f4df6bc8caf3fe4ed4159605c1a14ab,https://github.com/spring-projects/spring-batch/commit/d60584664f4df6bc8caf3fe4ed4159605c1a14ab,"Add Dependabot for GitHub Actions

This commit configures GitHub to keep GitHub actions
up to the latest available version in the form of PRs

Signed-off-by: Josh Cummings <3627351+jzheaux@users.noreply.github.com>"
spring-projects/spring-hateoas,https://github.com/spring-projects/spring-hateoas,2026-08-14T18:16:43.799023+00:00,ok,,,True,2022-01-12T23:27:10Z,https://github.com/spring-projects/spring-hateoas/pull/1735,1735,dependabot,Bump spring-core from 5.3.13 to 5.3.14,app/dependabot,repo:spring-projects/spring-hateoas is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-hateoas is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-hateoas is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-hateoas is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spring-projects/spring-ldap,https://github.com/spring-projects/spring-ldap,2026-08-14T18:16:51.051219+00:00,ok,,,True,2024-08-15T14:25:21Z,https://github.com/spring-projects/spring-ldap/pull/886,886,dependabot,Bump actions/checkout from 3 to 4,app/dependabot,repo:spring-projects/spring-ldap is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ldap is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ldap is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ldap is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2024-08-15T14:24:33Z,36e6b21ef454da9baaeb68891c29d83c8029c31c,https://github.com/spring-projects/spring-ldap/commit/36e6b21ef454da9baaeb68891c29d83c8029c31c,"Move Dependabot to .github

Issue gh-871"
spring-projects/spring-webflow,https://github.com/spring-projects/spring-webflow,2026-08-14T18:16:58.523571+00:00,ok,,,False,,,,,,,repo:spring-projects/spring-webflow is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-webflow is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-webflow is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-webflow is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
spring-projects/spring-ws,https://github.com/spring-projects/spring-ws,2026-08-14T18:17:05.471062+00:00,ok,,,True,2020-10-13T04:36:24Z,https://github.com/spring-projects/spring-ws/pull/1163,1163,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:spring-projects/spring-ws is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ws is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ws is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:spring-projects/spring-ws is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
sqlancer/sqlancer,https://github.com/sqlancer/sqlancer,2026-08-14T18:17:11.237945+00:00,ok,,,True,2020-06-24T07:00:32Z,https://github.com/sqlancer/sqlancer/pull/48,48,dependabot-preview,Bump jcommander from 1.75 to 1.78,app/dependabot-preview,repo:sqlancer/sqlancer is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:sqlancer/sqlancer is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:sqlancer/sqlancer is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:sqlancer/sqlancer is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-29T15:43:45Z,8b9ac9e548d6589a88867daa8600cbbd7961822f,https://github.com/sqlancer/sqlancer/commit/8b9ac9e548d6589a88867daa8600cbbd7961822f,Upgrade to GitHub-native Dependabot
square/keywhiz,https://github.com/square/keywhiz,2026-08-14T18:17:18.120412+00:00,ok,,,True,2019-07-30T22:34:55Z,https://github.com/square/keywhiz/pull/432,432,dependabot-preview,Bump jooq.version from 3.11.5 to 3.11.11,app/dependabot-preview,repo:square/keywhiz is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:square/keywhiz is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:square/keywhiz is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:square/keywhiz is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2021-04-29T15:17:19Z,b2db079bf818890b51385afedf79a2fdf026cf8a,https://github.com/square/keywhiz/commit/b2db079bf818890b51385afedf79a2fdf026cf8a,Upgrade to GitHub-native Dependabot
square/okhttp,https://github.com/square/okhttp,2026-08-14T18:17:25.961237+00:00,ok,,,False,,,,,,,repo:square/okhttp is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:square/okhttp is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:square/okhttp is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:square/okhttp is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
sstrickx/yahoofinance-api,https://github.com/sstrickx/yahoofinance-api,2026-08-14T18:17:33.065227+00:00,ok,,,True,2019-11-13T06:43:37Z,https://github.com/sstrickx/yahoofinance-api/pull/143,143,dependabot,Bump jackson-databind from 2.9.8 to 2.9.10.1,app/dependabot,repo:sstrickx/yahoofinance-api is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:sstrickx/yahoofinance-api is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:sstrickx/yahoofinance-api is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:sstrickx/yahoofinance-api is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
statful/statful-client-vertx,https://github.com/statful/statful-client-vertx,2026-08-14T18:17:39.734239+00:00,ok,,,False,,,,,,,repo:statful/statful-client-vertx is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:statful/statful-client-vertx is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:statful/statful-client-vertx is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:statful/statful-client-vertx is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
stephenc/junit-docker-rule,https://github.com/stephenc/junit-docker-rule,2026-08-14T18:17:46.162096+00:00,ok,,,False,,,,,,,repo:stephenc/junit-docker-rule is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:stephenc/junit-docker-rule is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:stephenc/junit-docker-rule is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:stephenc/junit-docker-rule is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
stevespringett/Alpine,https://github.com/stevespringett/Alpine,2026-08-14T18:17:51.632185+00:00,ok,,,True,2019-09-08T07:34:31Z,https://github.com/stevespringett/Alpine/pull/31,31,dependabot-preview,Bump maven-compiler-plugin from 3.8.0 to 3.8.1,app/dependabot-preview,repo:stevespringett/Alpine is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:stevespringett/Alpine is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:stevespringett/Alpine is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:stevespringett/Alpine is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2020-11-19T05:10:18Z,058cfd1463b84ff5ecf5cc16b3abd871a3827fff,https://github.com/stevespringett/Alpine/commit/058cfd1463b84ff5ecf5cc16b3abd871a3827fff,Create dependabot.yml
stickfigure/gstrap,https://github.com/stickfigure/gstrap,2026-08-14T18:17:59.656199+00:00,ok,,,True,2021-03-31T20:37:44Z,https://github.com/stickfigure/gstrap/pull/1,1,dependabot,Bump guava from 28.2-jre to 29.0-jre in /gstrap,app/dependabot,repo:stickfigure/gstrap is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:stickfigure/gstrap is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:stickfigure/gstrap is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:stickfigure/gstrap is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
stklcode/jvaultconnector,https://github.com/stklcode/jvaultconnector,2026-08-14T18:18:05.071378+00:00,ok,,,True,2022-10-19T06:26:02Z,https://github.com/stklcode/jvaultconnector/pull/60,60,dependabot,Bump jackson-databind from 2.13.3 to 2.13.4.1,app/dependabot,repo:stklcode/jvaultconnector is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:stklcode/jvaultconnector is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:stklcode/jvaultconnector is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:stklcode/jvaultconnector is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
storezhang/utils,https://github.com/storezhang/utils,2026-08-14T18:18:10.360874+00:00,ok,,,True,2019-10-17T04:40:09Z,https://github.com/storezhang/utils/pull/5,5,dependabot,Bump fastjson from 1.2.17 to 1.2.25 in /base,app/dependabot,repo:storezhang/utils is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:storezhang/utils is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:storezhang/utils is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:storezhang/utils is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
stormpath/stormpath-shiro,https://github.com/stormpath/stormpath-shiro,2026-08-14T18:18:16.475942+00:00,ok,,,False,,,,,,,repo:stormpath/stormpath-shiro is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:stormpath/stormpath-shiro is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:stormpath/stormpath-shiro is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:stormpath/stormpath-shiro is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
streampipes/streampipes,https://github.com/streampipes/streampipes,2026-08-14T18:18:22.280673+00:00,ok,,,False,,,,,,,repo:streampipes/streampipes is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:streampipes/streampipes is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:streampipes/streampipes is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:streampipes/streampipes is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-12-24T12:54:04Z,df52d663372df7932290adcffd03e30d427db137,https://github.com/apache/streampipes/commit/df52d663372df7932290adcffd03e30d427db137,chore: enable dependabot for ui and bump all minor versions
streamthoughts/kafka-connect-file-pulse,https://github.com/streamthoughts/kafka-connect-file-pulse,2026-08-14T18:18:31.171685+00:00,ok,,,True,2020-07-20T20:13:14Z,https://github.com/streamthoughts/kafka-connect-file-pulse/pull/44,44,dependabot,build(deps): bump lodash from 4.17.15 to 4.17.19 in /site,app/dependabot,repo:streamthoughts/kafka-connect-file-pulse is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:streamthoughts/kafka-connect-file-pulse is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:streamthoughts/kafka-connect-file-pulse is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:streamthoughts/kafka-connect-file-pulse is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,True,.github/dependabot.yml,2022-05-26T21:04:31Z,45952f9c219441323b329fec1728833836daa71a,https://github.com/streamthoughts/kafka-connect-file-pulse/commit/45952f9c219441323b329fec1728833836daa71a,ci: update git actions workflows
streamxhub/streamx,https://github.com/streamxhub/streamx,2026-08-14T18:18:38.278378+00:00,ok,,,False,,,,,,,repo:streamxhub/streamx is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:streamxhub/streamx is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:streamxhub/streamx is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:streamxhub/streamx is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
structr/structr,https://github.com/structr/structr,2026-08-14T18:18:45.747790+00:00,ok,,,True,2020-06-15T19:23:44Z,https://github.com/structr/structr/pull/543,543,dependabot,Build(deps): Bump xercesImpl from 2.11.0 to 2.12.0,app/dependabot,repo:structr/structr is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:structr/structr is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:structr/structr is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:structr/structr is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
suninformation/ymate-framework-v2,https://github.com/suninformation/ymate-framework-v2,2026-08-14T18:18:53.322313+00:00,ok,,,True,2020-10-13T06:41:37Z,https://github.com/suninformation/ymate-framework-v2/pull/1,1,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:suninformation/ymate-framework-v2 is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:suninformation/ymate-framework-v2 is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:suninformation/ymate-framework-v2 is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:suninformation/ymate-framework-v2 is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
susom/database,https://github.com/susom/database,2026-08-14T18:18:59.056377+00:00,ok,,,True,2020-10-13T02:32:57Z,https://github.com/susom/database/pull/38,38,dependabot,Bump junit from 4.12 to 4.13.1,app/dependabot,repo:susom/database is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:susom/database is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:susom/database is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:susom/database is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
susom/vertx-base,https://github.com/susom/vertx-base,2026-08-14T18:19:06.068658+00:00,ok,,,True,2019-10-16T18:36:37Z,https://github.com/susom/vertx-base/pull/10,10,dependabot,Bump nimbus-jose-jwt from 6.0 to 7.9,app/dependabot,repo:susom/vertx-base is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:susom/vertx-base is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:susom/vertx-base is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:susom/vertx-base is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
svenkubiak/mangooio,https://github.com/svenkubiak/mangooio,2026-08-14T18:19:13.163890+00:00,ok,,,True,2021-12-10T00:56:38Z,https://github.com/svenkubiak/mangooio/pull/515,515,dependabot,Bump log4j-core from 2.14.1 to 2.15.0,app/dependabot,repo:svenkubiak/mangooio is:pr author:app/dependabot created:>=2017-01-01 sort:created-asc | repo:svenkubiak/mangooio is:pr author:app/dependabot-preview created:>=2017-01-01 sort:created-asc | repo:svenkubiak/mangooio is:pr author:dependabot[bot] created:>=2017-01-01 sort:created-asc | repo:svenkubiak/mangooio is:pr author:dependabot-preview[bot] created:>=2017-01-01 sort:created-asc,False,,,,,
