source_row_index,CVE_ID,Commit Message,Links in Message,Link Presence,PATCH,repository,first_patch_url,page_status,page_error,clickable_links,recovered_first_link,recovered_first_link_type,recovery_status,failure_reason,recovered_link_clean,recovered_link_type_for_created_date,recovered_link,mined_recovered_link_type,recovered_link_created_at,recovered_link_created_date_source,recovered_link_created_date_status,recovered_link_created_date_reason,created_date_kind
26,CVE-2018-11764,"Revert ""HADOOP-13119. Add ability to secure log servlet using proxy users.  Contribute by Yuanbo Liu.""

This reverts commit a847903b6e64c6edb11d852b91f2c816b1253eb3.

Change-Id: I3122a2142f5bdf8507dece930e447556a43cd9ae
(cherry picked from commit 8fad3ec76070ccfcd3ed80feaba4355077bc6f5c)

Conflicts:
	hadoop-common-project/hadoop-common/src/test/java/org/apache/hadoop/http/TestHttpServerWithSpengo.java",,contains links,https://github.com/apache/hadoop/commit/493924def8f184e74d57153afc9c22b0eeb95e9c,apache/hadoop,https://github.com/apache/hadoop/commit/493924def8f184e74d57153afc9c22b0eeb95e9c,200,,https://issues.apache.org/jira/browse/HADOOP-13119; https://github.com/apache/hadoop/commit/a847903b6e64c6edb11d852b91f2c816b1253eb3; https://github.com/apache/hadoop/commit/8fad3ec76070ccfcd3ed80feaba4355077bc6f5c; https://github.com/apache/hadoop/commit/f49b044cbf08e797b25c6e0c8e6ede98e904773a,https://issues.apache.org/jira/browse/HADOOP-13119,apache issue tracker,successful,,https://issues.apache.org/jira/browse/HADOOP-13119,jira issue tracker,https://issues.apache.org/jira/browse/HADOOP-13119,jira issue tracker,2016-05-08T18:15:00Z,https://issues.apache.org/jira/browse/HADOOP-13119,ok,parsed from Jira HTML fallback,created_at
27,CVE-2016-8751,"RANGER-1229: fix resource-matcher to correctly handle policy containing only one resource whose value is '*'

Signed-off-by: Madhan Neethiraj <madhan@apache.org>",,contains links,https://github.com/apache/ranger/commit/2fcd7f7cc175c0734443638b99c359e24c0f88ff,apache/ranger,https://github.com/apache/ranger/commit/2fcd7f7cc175c0734443638b99c359e24c0f88ff,200,,https://issues.apache.org/jira/browse/RANGER-1229; https://github.com/apache/ranger/commit/ffbb138d1809d5c800a7f916c05ab5cd2a1581a6,https://issues.apache.org/jira/browse/RANGER-1229,apache issue tracker,successful,,https://issues.apache.org/jira/browse/RANGER-1229,jira issue tracker,https://issues.apache.org/jira/browse/RANGER-1229,jira issue tracker,2016-11-24T05:20:00Z,https://issues.apache.org/jira/browse/RANGER-1229,ok,parsed from Jira HTML fallback,created_at
28,CVE-2017-12620,OPENNLP-1124: Optimize XML parser configuration,,contains links,https://github.com/apache/opennlp/commit/c2c14e9af7a519aacfde5173f641c86e17ce50ed,apache/opennlp,https://github.com/apache/opennlp/commit/c2c14e9af7a519aacfde5173f641c86e17ce50ed,200,,https://issues.apache.org/jira/browse/OPENNLP-1124; https://github.com/apache/opennlp/commit/52573ea7c8b2928cfdc0acf082fa0e71b8ec2c1d,https://issues.apache.org/jira/browse/OPENNLP-1124,apache issue tracker,successful,,https://issues.apache.org/jira/browse/OPENNLP-1124,jira issue tracker,https://issues.apache.org/jira/browse/OPENNLP-1124,jira issue tracker,2017-08-29T12:07:00Z,https://issues.apache.org/jira/browse/OPENNLP-1124,ok,parsed from Jira HTML fallback,created_at
29,CVE-2019-17571,"[LOG4J2-1863] Add class filtering to AbstractSocketServer

This allows a whitelist of class names to be specified to configure
which classes are allowed to be deserialized in both TcpSocketServer and
UdpSocketServer.",,contains links,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d,apache/logging-log4j2,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d,200,,https://issues.apache.org/jira/browse/LOG4J2-1863; https://github.com/apache/logging-log4j2/commit/5aff929bb44e63c0dbf0cdc7cfb5d5fbd50660ef,https://issues.apache.org/jira/browse/LOG4J2-1863,apache issue tracker,successful,,https://issues.apache.org/jira/browse/LOG4J2-1863,jira issue tracker,https://issues.apache.org/jira/browse/LOG4J2-1863,jira issue tracker,2017-04-02T17:41:00Z,https://issues.apache.org/jira/browse/LOG4J2-1863,ok,parsed from Jira HTML fallback,created_at
30,CVE-2019-12406,"Restrict the number of message attachments

(cherry picked from commit 6c3990144b56097502aa9f3ec9c06f3031109022)",,contains links,https://github.com/apache/cxf/commit/fd85803a73ad46f36816bcb55ed1c4f4b4c4312d,apache/cxf,https://github.com/apache/cxf/commit/fd85803a73ad46f36816bcb55ed1c4f4b4c4312d,200,,https://github.com/apache/cxf/commit/6c3990144b56097502aa9f3ec9c06f3031109022; https://github.com/apache/cxf/commit/5769cea56830cf778625b871b341b11d185773b8,https://github.com/apache/cxf/commit/6c3990144b56097502aa9f3ec9c06f3031109022,github commit,successful,,https://github.com/apache/cxf/commit/6c3990144b56097502aa9f3ec9c06f3031109022,github commit,https://github.com/apache/cxf/commit/6c3990144b56097502aa9f3ec9c06f3031109022,github commit,2019-09-03T14:45:20Z,https://api.github.com/repos/apache/cxf/commits/6c3990144b56097502aa9f3ec9c06f3031109022,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
31,CVE-2019-3797,"DATAJPA-1519 - Wildcard escaping in LIKE-queries.

Derived queries with `contains`, `startWith` or `endsWith` predicates now use wildcard escaping in order to avoid selecting more then requested. A function `escape(String, String)` is made available in SpEL expressions as well for the same purpose.

Note that annotated queries and derived queries with LIKE conditions don't get escaped because it is not clear if the use of wildcards in the argument is intended or not. Improved reference documentation accordingly.",,contains links,https://github.com/spring-projects/spring-data-jpa/commit/4d4e6d418fe3bca14c7cff1c7161e3794026f960,spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa/commit/4d4e6d418fe3bca14c7cff1c7161e3794026f960,200,,https://jira.spring.io/browse/DATAJPA-1519; https://github.com/spring-projects/spring-data-jpa/commit/7b189b8bc7cf44df3624c23f95384adec3d644aa,https://jira.spring.io/browse/DATAJPA-1519,jira issue tracker,successful,,https://jira.spring.io/browse/DATAJPA-1519,jira issue tracker,https://jira.spring.io/browse/DATAJPA-1519,jira issue tracker,,https://jira.spring.io/browse/DATAJPA-1519,not_available,,
32,CVE-2016-2175,not found,,contains links,https://github.com/apache/pdfbox/commit/6f4a1fa0cd894ba3bbbe4a97ce11e23ec64f0d3a,apache/pdfbox,https://github.com/apache/pdfbox/commit/6f4a1fa0cd894ba3bbbe4a97ce11e23ec64f0d3a,200,,https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564; https://github.com/apache/pdfbox/commit/7c9e799d145c2fb8096a6842a854e731ef262b92,https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564,source/tracker link,successful,,https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564,svn/source link,https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564,svn/source link,,https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564,not_available,"SVN revision date not found for r1739564; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/pdfbox/branches/1.8@1739564",
33,CVE-2020-35210,not found,,contains links,https://github.com/atomix/atomix/commit/c9edd1b78d756f9ad25452daf0193d33ad539394,atomix/atomix,https://github.com/atomix/atomix/commit/c9edd1b78d756f9ad25452daf0193d33ad539394,200,,https://github.com/atomix/atomix/pull/1051; https://github.com/atomix/atomix/commit/96463b44376f486289d075dc4d7e09a6f76d454d,https://github.com/atomix/atomix/pull/1051,github pull request,successful,,https://github.com/atomix/atomix/pull/1051,github pull request,https://github.com/atomix/atomix/pull/1051,github pull request,2019-08-22T09:02:37Z,https://api.github.com/repos/atomix/atomix/issues/1051,ok,,created_at
34,CVE-2017-9803,"Create znode upfront and fix chroot handling in delegation token feature

(cherry picked from commit 065edbc)",,contains links,https://github.com/apache/lucene-solr/commit/4704efb1f92588ad106a39dea5f20bf8e80b133b;https://github.com/apache/lucene-solr/commit/b091934f9e98568b848d0584a1145c8e514cbd21,apache/lucene-solr,https://github.com/apache/lucene-solr/commit/4704efb1f92588ad106a39dea5f20bf8e80b133b,200,,https://github.com/apache/lucene-solr/commit/065edbc53d5eae84d2417804e61e18428199ca2c; https://github.com/apache/lucene-solr/commit/927d10660f875f96465417698f28aecec8a7b948,https://github.com/apache/lucene-solr/commit/065edbc53d5eae84d2417804e61e18428199ca2c,github commit,successful,,https://github.com/apache/lucene-solr/commit/065edbc53d5eae84d2417804e61e18428199ca2c,github commit,https://github.com/apache/lucene-solr/commit/065edbc53d5eae84d2417804e61e18428199ca2c,github commit,2017-08-16T13:20:20Z,https://api.github.com/repos/apache/lucene-solr/commits/065edbc53d5eae84d2417804e61e18428199ca2c,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
35,CVE-2021-22112,"Optimize HttpSessionSecurityContextRepository

Closes gh-9387",,contains links,https://github.com/spring-projects/spring-security/commit/c72a6fac04853912a4b7caad5f0500f2aace5a79,spring-projects/spring-security,https://github.com/spring-projects/spring-security/commit/c72a6fac04853912a4b7caad5f0500f2aace5a79,200,,https://github.com/spring-projects/spring-security/issues/9387; https://github.com/spring-projects/spring-security/commit/357446ba9de9c4e4c531af5d14c46342471d2dd8,https://github.com/spring-projects/spring-security/issues/9387,github issue,successful,,https://github.com/spring-projects/spring-security/issues/9387,github issue,https://github.com/spring-projects/spring-security/issues/9387,github issue,2021-01-28T22:36:32Z,https://api.github.com/repos/spring-projects/spring-security/issues/9387,ok,,created_at
36,CVE-2017-3166,"Treat encrypted files as private. Contributed by Daniel Templeton.

(cherry picked from commit f01a69f84f4cc7d925d078a7ce32e5800da4e429)
(cherry picked from commit 120f680318d766f44787fd0eec88270d61172523)",,contains links,https://github.com/apache/hadoop/commit/a47d8283b136aab5b9fa4c18e6f51fa799d91a29,apache/hadoop,https://github.com/apache/hadoop/commit/a47d8283b136aab5b9fa4c18e6f51fa799d91a29,200,,https://github.com/apache/hadoop/commit/f01a69f84f4cc7d925d078a7ce32e5800da4e429; https://github.com/apache/hadoop/commit/120f680318d766f44787fd0eec88270d61172523; https://github.com/apache/hadoop/commit/39b483e065629eb5b84607ab68489de65cd3d8b1,https://github.com/apache/hadoop/commit/f01a69f84f4cc7d925d078a7ce32e5800da4e429,github commit,successful,,https://github.com/apache/hadoop/commit/f01a69f84f4cc7d925d078a7ce32e5800da4e429,github commit,https://github.com/apache/hadoop/commit/f01a69f84f4cc7d925d078a7ce32e5800da4e429,github commit,2017-03-07T04:22:11Z,https://api.github.com/repos/apache/hadoop/commits/f01a69f84f4cc7d925d078a7ce32e5800da4e429,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
37,CVE-2017-5643,CAMEL-10894: Improve test fix,,contains links,https://github.com/apache/camel/commit/ec3d0db81ba061b27e934d5ff56e9baca0049eb;https://github.com/apache/camel/commit/8afc5d1757795fde715902067360af5d90f046d,apache/camel,https://github.com/apache/camel/commit/ec3d0db81ba061b27e934d5ff56e9baca0049eb,200,,https://issues.apache.org/jira/browse/CAMEL-10894; https://github.com/apache/camel/commit/87c92b7b38890c217bc76f2c55036e6a5cca9a07,https://issues.apache.org/jira/browse/CAMEL-10894,apache issue tracker,successful,,https://issues.apache.org/jira/browse/CAMEL-10894,jira issue tracker,https://issues.apache.org/jira/browse/CAMEL-10894,jira issue tracker,2017-02-24T11:05:00Z,https://issues.apache.org/jira/browse/CAMEL-10894,ok,parsed from Jira HTML fallback,created_at
38,CVE-2016-8746,"RANGER-1261: fix path matching inconsistencies and wildcard treatment

Signed-off-by: Madhan Neethiraj <madhan@apache.org>
(cherry picked from commit 22029847559b3881cdc3176b15e545e847ef6d7c)",,contains links,https://github.com/apache/ranger/commit/9dfde6de92799d7d923cf8eb11bbdc8788d6664c,apache/ranger,https://github.com/apache/ranger/commit/9dfde6de92799d7d923cf8eb11bbdc8788d6664c,200,,https://issues.apache.org/jira/browse/RANGER-1261; https://github.com/apache/ranger/commit/22029847559b3881cdc3176b15e545e847ef6d7c; https://github.com/apache/ranger/commit/76867e570f23bd542d47a8cc0c27a8c51e41e7c9,https://issues.apache.org/jira/browse/RANGER-1261,apache issue tracker,successful,,https://issues.apache.org/jira/browse/RANGER-1261,jira issue tracker,https://issues.apache.org/jira/browse/RANGER-1261,jira issue tracker,2016-12-16T05:13:00Z,https://issues.apache.org/jira/browse/RANGER-1261,ok,parsed from Jira HTML fallback,created_at
39,CVE-2017-5644,not found,,contains links,https://github.com/apache/poi/commit/3a328aa220f6979f9805f658ae33244d153beaa7,apache/poi,https://github.com/apache/poi/commit/3a328aa220f6979f9805f658ae33244d153beaa7,200,,https://svn.apache.org/repos/asf/poi/trunk@1734182; https://github.com/apache/poi/commit/e444b4b01afbacf37537257b9ba8dabe0fea6691,https://svn.apache.org/repos/asf/poi/trunk@1734182,source/tracker link,successful,,https://svn.apache.org/repos/asf/poi/trunk@1734182,svn/source link,https://svn.apache.org/repos/asf/poi/trunk@1734182,svn/source link,,https://svn.apache.org/repos/asf/poi/trunk@1734182,not_available,"SVN revision date not found for r1734182; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/poi/trunk@1734182",
40,CVE-2017-15700,SLING-7243 - Improve validation in AuthUtil.isRedirectValid,,contains links,https://github.com/apache/sling-org-apache-sling-auth-core/commit/015fe58b22e0625e9d88b687de50303db539482b,apache/sling-org-apache-sling-auth-core,https://github.com/apache/sling-org-apache-sling-auth-core/commit/015fe58b22e0625e9d88b687de50303db539482b,200,,https://issues.apache.org/jira/browse/SLING-7243; https://github.com/apache/sling-org-apache-sling-auth-core/commit/3baadde1c9f554b013f409cd22bb746024c8ea54,https://issues.apache.org/jira/browse/SLING-7243,apache issue tracker,successful,,https://issues.apache.org/jira/browse/SLING-7243,jira issue tracker,https://issues.apache.org/jira/browse/SLING-7243,jira issue tracker,2017-11-15T13:57:00Z,https://issues.apache.org/jira/browse/SLING-7243,ok,parsed from Jira HTML fallback,created_at
41,CVE-2016-9879,"Block URL Encoded ""/"" in DefaultHttpFirewall

Fixes gh-4169",,contains links,https://github.com/spring-projects/spring-security/commit/666e356ebc479194ba51e43bb99fc42f849b6175;https://github.com/spring-projects/spring-security/commit/ed2ae21074b7850d386371b2ab9e29268ef2f0c0,spring-projects/spring-security,https://github.com/spring-projects/spring-security/commit/666e356ebc479194ba51e43bb99fc42f849b6175,200,,https://github.com/spring-projects/spring-security/issues/4169; https://github.com/spring-projects/spring-security/commit/fc516b55a647277f58d679b8040fe5a15711338b,https://github.com/spring-projects/spring-security/issues/4169,github issue,successful,,https://github.com/spring-projects/spring-security/issues/4169,github issue,https://github.com/spring-projects/spring-security/issues/4169,github issue,2016-12-21T14:55:50Z,https://api.github.com/repos/spring-projects/spring-security/issues/4169,ok,,created_at
42,CVE-2019-0187,not found,,contains links,https://github.com/apache/jmeter/commit/a82907030db158e00d681dc5f5330085951535f3,apache/jmeter,https://github.com/apache/jmeter/commit/a82907030db158e00d681dc5f5330085951535f3,200,,https://svn.apache.org/repos/asf/jmeter/trunk@1841383; https://github.com/apache/jmeter/commit/de1dd73ab510e9528f15b8a7b9f28153100f11a3,https://svn.apache.org/repos/asf/jmeter/trunk@1841383,source/tracker link,successful,,https://svn.apache.org/repos/asf/jmeter/trunk@1841383,svn/source link,https://svn.apache.org/repos/asf/jmeter/trunk@1841383,svn/source link,,https://svn.apache.org/repos/asf/jmeter/trunk@1841383,not_available,"SVN revision date not found for r1841383; last error: <!DOCTYPE HTML PUBLIC ""-//IETF//DTD HTML 2.0//EN"">
<html><head>
<title>401 Unauthorized</title>
</head><body>
<h1>Unauthorized</h1>
<p>This server could not verify that you
are authorized to access the document
requested.  Either you supplied the wrong
credentials (e.g., bad password), or your
browser doesn't understand how to supply
the credentials required.</p>
</body></html>
 (401) for https://svn.apache.org/repos/asf/jmeter/trunk@1841383",
43,CVE-2020-5408,"BCryptPasswordEncoder rawPassword cannot be null

Closes gh-8317",,contains links,https://github.com/spring-projects/spring-security/commit/3c81e122bdfcd0803fb6331a8625624cae249231,spring-projects/spring-security,https://github.com/spring-projects/spring-security/commit/3c81e122bdfcd0803fb6331a8625624cae249231,200,,https://github.com/spring-projects/spring-security/issues/8317; https://github.com/spring-projects/spring-security/commit/929a5de1637e39cf94329f13773d7195ed9e731a,https://github.com/spring-projects/spring-security/issues/8317,github issue,successful,,https://github.com/spring-projects/spring-security/issues/8317,github issue,https://github.com/spring-projects/spring-security/issues/8317,github issue,2020-04-02T22:08:43Z,https://api.github.com/repos/spring-projects/spring-security/issues/8317,ok,,created_at
44,CVE-2016-4993,UNDERTOW-827 WFLY-6760 CVE-2016-4993 wildfly: HTTP header injection / response splitting,,contains links,https://github.com/undertow-io/undertow/commit/5d017ce12d075679822104e8a8a3b1ad98abad86,undertow-io/undertow,https://github.com/undertow-io/undertow/commit/5d017ce12d075679822104e8a8a3b1ad98abad86,200,,https://github.com/advisories/GHSA-qcqr-hcjq-whfq; https://github.com/undertow-io/undertow/commit/f52c0d6fd0cd9859642b743968b0aa75f77d8637,https://github.com/advisories/GHSA-qcqr-hcjq-whfq,github advisory,successful,,https://github.com/advisories/GHSA-qcqr-hcjq-whfq,github advisory,https://github.com/advisories/GHSA-qcqr-hcjq-whfq,github advisory,2022-05-17T00:15:12Z,https://api.github.com/advisories/GHSA-qcqr-hcjq-whfq,ok,GitHub advisory API exposes published_at; used as advisory availability date,published_at
45,CVE-2019-17573,"Make sure to escape URLs returned in the services listing

(cherry picked from commit 4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2)",,contains links,https://github.com/apache/cxf/commit/a02e96ba1095596bef481919f16a90c5e80a92c8,apache/cxf,https://github.com/apache/cxf/commit/a02e96ba1095596bef481919f16a90c5e80a92c8,200,,https://github.com/apache/cxf/commit/4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2; https://github.com/apache/cxf/commit/68dfb2274f5d3a580fc60c37eb9e177772284347,https://github.com/apache/cxf/commit/4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2,github commit,successful,,https://github.com/apache/cxf/commit/4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2,github commit,https://github.com/apache/cxf/commit/4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2,github commit,2020-01-06T18:08:52Z,https://api.github.com/repos/apache/cxf/commits/4ca5f7b92175edab46d1f1ea4e829a3ac4e9c7f2,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
46,CVE-2018-8030,"QPID-8203: [Broker-J][AMQP 0-9] Fix maximum message size check

(cherry picked from commit 025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27)",,contains links,https://github.com/apache/qpid-broker-j/commit/881323e56620ea069d52885842652a6fbf3403c0,apache/qpid-broker-j,https://github.com/apache/qpid-broker-j/commit/881323e56620ea069d52885842652a6fbf3403c0,200,,https://github.com/apache/qpid-broker-j/commit/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27; https://github.com/apache/qpid-broker-j/commit/6c875d53f23ae2f15402f0688790f96262914e90,https://github.com/apache/qpid-broker-j/commit/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,github commit,successful,,https://github.com/apache/qpid-broker-j/commit/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,github commit,https://github.com/apache/qpid-broker-j/commit/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,github commit,2018-06-05T22:59:19Z,https://api.github.com/repos/apache/qpid-broker-j/commits/025b48f3193e2b10b1c41d2bc3bcfc9cfc238a27,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
47,CVE-2021-26117,ARTEMIS-2895 - ensure propagated credentials are visible for bind and removed for subsequent mapping operations,,contains links,https://github.com/apache/activemq-artemis/commit/ec1c5a96c74b24f2c9a6f0919a1a180721c5c6b9,apache/activemq-artemis,https://github.com/apache/activemq-artemis/commit/ec1c5a96c74b24f2c9a6f0919a1a180721c5c6b9,200,,https://issues.apache.org/jira/browse/ARTEMIS-2895; https://github.com/apache/artemis/commit/77bbf49a4f1a5c399313e3246b1fd18f5e8a3b54,https://issues.apache.org/jira/browse/ARTEMIS-2895,apache issue tracker,successful,,https://issues.apache.org/jira/browse/ARTEMIS-2895,jira issue tracker,https://issues.apache.org/jira/browse/ARTEMIS-2895,jira issue tracker,2020-09-07T15:16:00Z,https://issues.apache.org/jira/browse/ARTEMIS-2895,ok,parsed from Jira HTML fallback,created_at
48,CVE-2020-5398,"Escape quotes in filename

Also sync up to master and 5.1.x on refactorings in ContentDisposition
and ContentDispositionTests.

Closes gh-24230",,contains links,https://github.com/spring-projects/spring-framework/commit/0583b334b46cf2a591c72c2708ee3d2ac5d2b58c,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework/commit/0583b334b46cf2a591c72c2708ee3d2ac5d2b58c,200,,https://github.com/spring-projects/spring-framework/issues/24230; https://github.com/spring-projects/spring-framework/commit/8356762316959a989903d5cd4895b214a329b2b3,https://github.com/spring-projects/spring-framework/issues/24230,github issue,successful,,https://github.com/spring-projects/spring-framework/issues/24230,github issue,https://github.com/spring-projects/spring-framework/issues/24230,github issue,2019-12-19T13:42:22Z,https://api.github.com/repos/spring-projects/spring-framework/issues/24230,ok,,created_at
49,CVE-2016-4970,"OpenSslEngine writePlaintextData WANT_READ with no data in BIO buffer

Motivation:
CVE-2016-4970

OpenSslEngine.wrap calls SSL_write which may return SSL_ERROR_WANT_READ, and if in this condition there is nothing to read from the BIO the OpenSslEngine and SslHandler will enter an infinite loop.

Modifications:
- Use the error code provided by OpenSSL and go back to the EventLoop selector to detect if the socket is closed

Result:
OpenSslEngine correctly handles the return codes from OpenSSL and does not enter an infinite loop.",,contains links,https://github.com/netty/netty/commit/9e2c400f89c5badc39919f811179d3d42ac5257c,netty/netty,https://github.com/netty/netty/commit/9e2c400f89c5badc39919f811179d3d42ac5257c,200,,https://github.com/advisories/GHSA-rv63-gqm8-9w8q; https://github.com/netty/netty/commit/a14eda7db055cbe3b32dc34370701c841879d2ae,https://github.com/advisories/GHSA-rv63-gqm8-9w8q,github advisory,successful,,https://github.com/advisories/GHSA-rv63-gqm8-9w8q,github advisory,https://github.com/advisories/GHSA-rv63-gqm8-9w8q,github advisory,2022-05-13T01:11:43Z,https://api.github.com/advisories/GHSA-rv63-gqm8-9w8q,ok,GitHub advisory API exposes published_at; used as advisory availability date,published_at
50,CVE-2014-0003,CAMEL-7123 Enable the xml transformer security processing feature by default,,contains links,https://github.com/apache/camel/commit/c6de749e9b3c7b61861c5480e91550290585224d,apache/camel,https://github.com/apache/camel/commit/c6de749e9b3c7b61861c5480e91550290585224d,200,,https://issues.apache.org/jira/browse/CAMEL-7123; https://github.com/apache/camel/commit/f6553a640e538b60eccb9c8f0615fb95ce0f4bca,https://issues.apache.org/jira/browse/CAMEL-7123,apache issue tracker,successful,,https://issues.apache.org/jira/browse/CAMEL-7123,jira issue tracker,https://issues.apache.org/jira/browse/CAMEL-7123,jira issue tracker,2014-01-10T09:16:00Z,https://issues.apache.org/jira/browse/CAMEL-7123,ok,parsed from Jira HTML fallback,created_at
51,CVE-2016-4003,WW-4507 - clone Tomcat UDecoder and use it for in query string handling,,contains links,https://github.com/apache/struts/commit/5421930b49822606792f36653b17d3d95ef106f9;https://github.com/apache/struts/commit/72471d7075681bea52046645ad7aa34e9c53751e,apache/struts,https://github.com/apache/struts/commit/5421930b49822606792f36653b17d3d95ef106f9,200,,https://issues.apache.org/jira/browse/WW-4507; https://github.com/apache/struts/commit/c6750c110ca07719ef2b3d706b927e3195ff01c8,https://issues.apache.org/jira/browse/WW-4507,apache issue tracker,successful,,https://issues.apache.org/jira/browse/WW-4507,jira issue tracker,https://issues.apache.org/jira/browse/WW-4507,jira issue tracker,2015-05-28T15:33:00Z,https://issues.apache.org/jira/browse/WW-4507,ok,parsed from Jira HTML fallback,created_at
52,CVE-2020-1926,"HIVE-22708: Fix for HttpTransport to replace String.equals (Naveen Gangam, reviewed by Peter Vary)",,contains links,https://github.com/apache/hive/commit/ee5a6be81a87bb21b3779edad6e61b67b365997b,apache/hive,https://github.com/apache/hive/commit/ee5a6be81a87bb21b3779edad6e61b67b365997b,200,,https://issues.apache.org/jira/browse/HIVE-22708; https://github.com/apache/hive/commit/f47f85a982cda776eb106bd61b6929735ecc6995,https://issues.apache.org/jira/browse/HIVE-22708,apache issue tracker,successful,,https://issues.apache.org/jira/browse/HIVE-22708,jira issue tracker,https://issues.apache.org/jira/browse/HIVE-22708,jira issue tracker,2020-01-08T18:15:00Z,https://issues.apache.org/jira/browse/HIVE-22708,ok,parsed from Jira HTML fallback,created_at
53,CVE-2019-12423,"Some updates to the OIDC JWK Keys service

(cherry picked from commit 6852cd5e4927f8e651c0a0589b5ee3f61e753186)",,contains links,https://github.com/apache/cxf/commit/2de7e14eb95626fffef6f61365186de9a1c9de3d;https://github.com/apache/cxf/commit/8b40fdba289c62f4defae51c1f76860f0159c441,apache/cxf,https://github.com/apache/cxf/commit/2de7e14eb95626fffef6f61365186de9a1c9de3d,200,,https://github.com/apache/cxf/commit/6852cd5e4927f8e651c0a0589b5ee3f61e753186; https://github.com/apache/cxf/commit/fe2cb8d69afb93f29260dfabd47e37c1ce4ee440,https://github.com/apache/cxf/commit/6852cd5e4927f8e651c0a0589b5ee3f61e753186,github commit,successful,,https://github.com/apache/cxf/commit/6852cd5e4927f8e651c0a0589b5ee3f61e753186,github commit,https://github.com/apache/cxf/commit/6852cd5e4927f8e651c0a0589b5ee3f61e753186,github commit,2019-11-14T15:27:13Z,https://api.github.com/repos/apache/cxf/commits/6852cd5e4927f8e651c0a0589b5ee3f61e753186,ok,GitHub commit URL has no created_at; used commit committer date,commit_committer_date
54,CVE-2020-1960,FLINK-16697][metrics][jmx] Disable rebinding,,contains links,https://github.com/apache/flink/commit/58b58f4b16a2e25c95b465377d43a51ad8ef3f6a,apache/flink,https://github.com/apache/flink/commit/58b58f4b16a2e25c95b465377d43a51ad8ef3f6a,200,,https://issues.apache.org/jira/browse/FLINK-16697; https://github.com/apache/flink/commit/f497a51ae226d92a4364bf7c518ace0253ba3963,https://issues.apache.org/jira/browse/FLINK-16697,apache issue tracker,successful,,https://issues.apache.org/jira/browse/FLINK-16697,jira issue tracker,https://issues.apache.org/jira/browse/FLINK-16697,jira issue tracker,2020-03-20T10:13:00Z,https://issues.apache.org/jira/browse/FLINK-16697,ok,parsed from Jira HTML fallback,created_at
55,CVE-2020-35215,not found,,contains links,https://github.com/atomix/atomix/commit/21ff37510694371855a0f563b98b0cff93f91694,atomix/atomix,https://github.com/atomix/atomix/commit/21ff37510694371855a0f563b98b0cff93f91694,200,,https://github.com/atomix/atomix/pull/974; https://github.com/atomix/atomix/commit/92ce8ee500d6a8265c2840b9ab95e9e13ce9778d,https://github.com/atomix/atomix/pull/974,github pull request,successful,,https://github.com/atomix/atomix/pull/974,github pull request,https://github.com/atomix/atomix/pull/974,github pull request,2019-01-16T02:36:41Z,https://api.github.com/repos/atomix/atomix/issues/974,ok,,created_at
